9.873930078775009500e-01,-1.662150308016999969e-04,8.149370765517600229e-03,5.668725769335999747e-03,1.697206674882729915e+00,1.832813798493230020e-02
9.873997731518669996e-01,-2.206758727753000131e-04,8.156580221903500863e-03,-4.273135110163600418e-03,1.696262182797370066e+00,2.343426796944519941e-02
9.874000943242710049e-01,-4.535198120195999905e-04,8.174362117504500175e-03,-5.057314476960199888e-03,1.692820056428200104e+00,4.819634478588979976e-02
9.873962899092689760e-01,-5.186140212563999929e-04,8.205390002793100726e-03,-3.969020168913399947e-03,1.688889070729270081e+00,5.518219424597210071e-02
9.873997500734289501e-01,1.079769471930000025e-04,8.158515196233699293e-03,-3.711273745963800021e-03,1.696417207333480004e+00,-1.177534868875320002e-02
9.874001852307010552e-01,2.080796763107999904e-04,8.148925061989000310e-03,-8.321501430951320501e-05,1.697134326994029996e+00,-2.247278392014380108e-02
9.873974667463599753e-01,-1.782728364366000125e-04,8.156256800891199463e-03,-1.404839809105199898e-03,1.696457575733179901e+00,1.916600770542959895e-02
9.873995780295119484e-01,-1.319767654878000037e-04,8.194018591347199468e-03,-5.836655193388200040e-03,1.692570599671560094e+00,1.401872488793019962e-02
9.873964837029709507e-01,5.670801101878049914e-05,8.170622574501599719e-03,1.378373998503100092e-03,1.695195223646339899e+00,-5.914169067270399691e-03
9.873938589568439506e-01,-2.733101800415999798e-04,8.190501352849200584e-03,8.563125910241000185e-04,1.692368656208729893e+00,2.956782140964340014e-02
9.874013308361310193e-01,-1.326584901520000046e-04,8.147071977341699411e-03,-4.992343905210599835e-03,1.697590260872849921e+00,1.394806361999080015e-02
9.873989069723839718e-01,-3.038058101396999902e-04,8.192900844190699472e-03,-2.568222408515600033e-03,1.691960010118259916e+00,3.241233156122130116e-02
9.874001068497070266e-01,-1.891884065772000132e-04,8.159112446000699528e-03,-4.490240986414700299e-03,1.696115246358590012e+00,1.989531152208930120e-02
9.873970317829550147e-01,-7.811898398903879554e-05,8.159034125050200134e-03,-1.127074890579700091e-03,1.696405688936539979e+00,8.340114432850900122e-03
9.873982868868990126e-01,2.079556959322999981e-04,8.167152597685500490e-03,4.648388414118999768e-04,1.695176372851439961e+00,-2.249114614515700106e-02
9.873985044157880253e-01,-3.542130895999000143e-04,8.157472962781100317e-03,-4.113123343891800232e-03,1.695397551663500035e+00,3.776508675906269791e-02
9.873977083425420354e-01,1.907681595705000024e-04,8.149629102113899182e-03,-4.651880718352000119e-04,1.697116097047290051e+00,-2.054865356709939875e-02
9.873979746401789770e-01,-3.115396054735000047e-04,8.118939015916400506e-03,-1.567927790146000054e-04,1.699813497508340099e+00,3.327649139952980339e-02
9.873950707420100503e-01,3.709071935087999853e-04,8.182086647835099674e-03,4.811896624986099734e-03,1.692634776093310034e+00,-3.927622148963320209e-02
9.873966181724259661e-01,5.598305728554000367e-04,8.137774815546700014e-03,8.376400469195599899e-03,1.695610274640170001e+00,-5.977615484117979744e-02
9.873988298822119480e-01,5.926466351645000470e-04,8.131538761216600825e-03,6.486704081605600136e-03,1.695888359881680074e+00,-6.370783270261419495e-02
9.873949648141949753e-01,5.048561006285890178e-06,8.197912774142600625e-03,-1.730619604787000075e-04,1.692315455264389978e+00,-1.278913746757000106e-04
9.873956155594270090e-01,2.714279912466439928e-05,8.160840540839299495e-03,3.087951635985599925e-03,1.696261654604239943e+00,-2.680989662066599836e-03
9.873971361241320466e-01,3.369377020980000078e-04,8.162341827382199252e-03,3.896499816662000060e-03,1.694993350750640060e+00,-3.586177094060460230e-02
9.874041046464709925e-01,-4.792488873338999773e-04,8.171816061739299586e-03,-9.434269500990299928e-03,1.692855356748840023e+00,5.092598129554640196e-02
9.873939439527380513e-01,-1.785951982741999897e-04,8.182394993681700243e-03,7.637397409537999846e-04,1.693646049060439918e+00,1.924635464953499894e-02
9.873983129969770012e-01,5.528337356339000112e-04,8.134301100539599247e-03,2.790810135191299900e-03,1.696075173476740083e+00,-5.935640573167529771e-02
9.874016381190009461e-01,-2.150011704289000070e-04,8.158745094614899482e-03,-4.534845998891400172e-03,1.696069269782300104e+00,2.288903757611780027e-02
9.873993071882249950e-01,4.032393017330999918e-04,8.152754132958300523e-03,4.016643527597999765e-04,1.695529859439919962e+00,-4.339199395567280154e-02
9.873998670922610188e-01,-6.975295092451540572e-05,8.168217101512600595e-03,-2.690876825112699985e-03,1.695454940029829993e+00,7.255213521110599924e-03
9.873982353452519511e-01,3.580209199382999798e-04,8.113042377435699878e-03,5.694841753132800014e-03,1.700133759008890078e+00,-3.855134742872769887e-02
9.873987560369169580e-01,-1.047712623689730003e-05,8.180018642344199370e-03,-2.511430659862100116e-03,1.694234009755410053e+00,1.203691825755099937e-03
9.873964954127359972e-01,2.420264822081000049e-04,8.188042271276299577e-03,-2.683052037640000173e-04,1.692783498743799964e+00,-2.575662870137659932e-02
9.873921381703849587e-01,2.038167206707000112e-04,8.181007193334600622e-03,7.655041860786099966e-03,1.693674358650429923e+00,-2.135714599856470067e-02
9.873966149555549743e-01,-3.770065731055619919e-05,8.164588620463899410e-03,-1.145443196867400098e-03,1.695855785280010020e+00,4.083242957460199614e-03
9.874014050322410530e-01,5.836633383088999901e-04,8.112743673508499356e-03,1.227442701256499947e-03,1.698025202919849930e+00,-6.310838877189860197e-02
9.873983023356059929e-01,4.645107435574000144e-04,8.136132761319799650e-03,2.119888643364300097e-03,1.696751391978740031e+00,-5.027349871688469723e-02
